Cultivar,Neighbourhood,Location Description,Blooming
Shirotae,Surrey and North Delta,120Str near 80Ave,03/24-04/07
Shirotae,Surrey and North Delta,17267-17355 2 Ave,03/24-04/07
Shirotae,Surrey and North Delta,20687 56 Ave,03/24-04/07
Shirotae,Surrey and North Delta,15355 Fraser Hwy,03/24-04/07
Shirotae,Surrey and North Delta,12818 72 Ave,03/24-04/07
Shirotae,Surrey and North Delta,"100 Ave & 152 St, next to 7-Eleven",03/24-04/07
Shirotae,Surrey and North Delta,Bear Creek Park,03/24-04/07
Shirotae,Surrey and North Delta,156 St & 101A Ave,03/24-04/07
Shirotae,UBC,Fraser Parkade,03/24-04/07
Shirotae,UBC,Regent College,03/24-04/07
Shirotae,UBC,16th w of Blanca on median,03/24-04/07
Shirotae,UBC,Thunderbird blvd and Larkin Dr,03/24-04/07
Shirotae,UBC,Marine Dr.,03/24-04/07
Shirotae,UBC,16 Ave,03/24-04/07
Shirotae,UBC,"1928-1972,1919-1955 Linden Crescent",03/24-04/07
Shirotae,UBC,5605-5615 Hampton Pl,03/24-04/07
Shirotae,UBC,2896 Acadia Rd,03/24-04/07
Shirotae,UBC,Purdy Pavilion UBC,03/24-04/07
Shirotae,UBC,Nitobe Memorial Garden,03/24-04/07
Shirotae,UBC,5950 Wesbrook Mall,03/24-04/07
Shirotae,UBC,Cecil Green Park Coach House UBC,03/24-04/07
Shirotae,UBC,2075 E Mall,03/24-04/07
Shirotae,UBC,Nitobe Memorial Garden,03/24-04/07
Shirotae,"Victoria, BC",463 Belleville St,03/24-04/07
Shirotae,"Victoria, BC",MHPR+J3 Swartz Bay,03/24-04/07
Shirotae,Victoria-Fraserview,Elliott and 53rd,03/24-04/07
Shirotae,Victoria-Fraserview,Vivian Brightwood,03/24-04/07
Shirotae,West End / Stanley Park,Georgia east of Broughton,03/24-04/07
Shirotae,West End / Stanley Park,"Lost Lagoon, near the daycare",03/24-04/07
Shirotae,West End / Stanley Park,"Burrard and Smythe, Sutton Place Hotel 6 trees",03/24-04/07
Shirotae,West End / Stanley Park,Foot of Comox at Stanley Park,03/24-04/07
Shirotae,West End / Stanley Park,Chilco mini-park at Comox,03/24-04/07
Shirotae,West End / Stanley Park,Foot of Comox,03/24-04/07
Shirotae,West End / Stanley Park,Denman at Community Centre,03/24-04/07
Shirotae,West End / Stanley Park,Comox at Jervis,03/24-04/07
Shirotae,West End / Stanley Park,Georgia at Denman,03/24-04/07
Shirotae,West End / Stanley Park,Rhody path north of the Maintenance yard,03/24-04/07
Shirotae,West End / Stanley Park,West of the Aquarium,03/24-04/07
Shirotae,West End / Stanley Park,Broughton and Barclay,03/24-04/07
Shirotae,West Point Grey,6th and Drummond,03/24-04/07
Shirotae,West Point Grey,Highbury between 6th and 7th,03/24-04/07
Shirotae,West Point Grey,13th and Wallace,03/24-04/07
Shirotae,West Point Grey,15th and Tolmie,03/24-04/07
Shirotae,West Point Grey,4481 W 9th Ave,03/24-04/07
Shirotae,West Vancouver,238 Stevens Dr,03/24-04/07
Shirotae,West Vancouver,1132 Hillside Rd,03/24-04/07
Shirotae,White Rock / South Surrey,Path Sypress to Marine Dr,03/24-04/07
Shirotae,White Rock / South Surrey,Best St and 16 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,Russell Ave and Foster,03/24-04/07
Shirotae,White Rock / South Surrey,148Str,03/24-04/07
Shirotae,White Rock / South Surrey,48 St and 28 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,141 St south from 28 Ave.,03/24-04/07
Shirotae,White Rock / South Surrey,26 Ave west from 152 St,03/24-04/07
Shirotae,White Rock / South Surrey,151Str between 26 and 27 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,Amble Greene Dr from 16 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,17 Ave east from 154 St,03/24-04/07
Shirotae,White Rock / South Surrey,28 Ave west from 140 St,03/24-04/07
Shirotae,White Rock / South Surrey,155Str and 34 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,152St south from 29Ave,03/24-04/07
Shirotae,White Rock / South Surrey,17Ave and 130str,03/24-04/07
Shirotae,White Rock / South Surrey,2588 138a St,03/24-04/07
Shirotae,White Rock / South Surrey,3253-3269 143 St,03/24-04/07
Shirotae,White Rock / South Surrey,Semiahmoo Trail Surrey,03/24-04/07
Shirotae,White Rock / South Surrey,14478 Blackburn Crescent,03/24-04/07
Shirotae,White Rock / South Surrey,2852-2872 147a St,03/24-04/07
Shirotae,White Rock / South Surrey,14267 25 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,2317 150b St,03/24-04/07
Shirotae,White Rock / South Surrey,2719-2785 Northcrest Dr,03/24-04/07
Shirotae,White Rock / South Surrey,2802-2898 162 St,03/24-04/07
Shirotae,White Rock / South Surrey,1451-1467 Bergstrom Rd,03/24-04/07
Shirotae,White Rock / South Surrey,15340 19a Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1466-1476 Kerfoot Rd,03/24-04/07
Shirotae,White Rock / South Surrey,1770 142 St,03/24-04/07
Shirotae,White Rock / South Surrey,3011-3049 147 St,03/24-04/07
Shirotae,White Rock / South Surrey,3118-3150 147 St,03/24-04/07
Shirotae,White Rock / South Surrey,14448-14490 32b Ave,03/24-04/07
Shirotae,White Rock / South Surrey,2255-2291 130 St,03/24-04/07
Shirotae,White Rock / South Surrey,2248 132a St,03/24-04/07
Shirotae,White Rock / South Surrey,3517-3535 Morgan Creek Way,03/24-04/07
Shirotae,White Rock / South Surrey,13446-13462 24 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1550 Merklin St,03/24-04/07
Shirotae,White Rock / South Surrey,13385 23 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,13906 21a Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1901 Southmere Crescent E,03/24-04/07
Shirotae,White Rock / South Surrey,2420 142 St,03/24-04/07
Shirotae,White Rock / South Surrey,1708 156 St,03/24-04/07
Shirotae,White Rock / South Surrey,20aAve & 138aAve,03/24-04/07
Shirotae,White Rock / South Surrey,2313 133a St,03/24-04/07
Shirotae,White Rock / South Surrey,13615-13685 23A Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1267 Johnston Rd,03/24-04/07
Shirotae,White Rock / South Surrey,13345 18a Ave,03/24-04/07
Shirotae,White Rock / South Surrey,13731-13885 18 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,3054 Target St,03/24-04/07
Shirotae,White Rock / South Surrey,14562 16a Ave,03/24-04/07
Shirotae,White Rock / South Surrey,15115 Roper Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1854 144 St,03/24-04/07
Shirotae,White Rock / South Surrey,15507 Columbia Ave,03/24-04/07
Shirotae,White Rock / South Surrey,14485 17 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1606 141b St,03/24-04/07
Shirotae,White Rock / South Surrey,15459 Pacific Ave,03/24-04/07
Shirotae,White Rock / South Surrey,15330 28 Ave,03/24-04/07
Shirotae,White Rock / South Surrey,1107 Fir St,03/24-04/07
Shogetsu,Burnaby,5990 Nelson Ave,04/10-04/25
Shogetsu,Burnaby,7345 Burris St,04/10-04/25
Shogetsu,Coquitlam,1193 The High St,04/10-04/25
Shogetsu,Downtown,Bayshore Hotel,04/10-04/25
Shogetsu,Downtown,Georgia and Bute,04/10-04/25
Shogetsu,Downtown,1601 Bayshore Dr,04/10-04/25
Shogetsu,Downtown,1650 Bayshore Dr,04/10-04/25
Shogetsu,Fairview,1st Ave and Creekside,04/10-04/25
Shogetsu,Fairview,1695 W 2nd Ave,04/10-04/25
Shogetsu,Kerrisdale,"Yew, between 43rd and 44th",04/10-04/25
Shogetsu,Kitsilano,W8th and Arbutus,04/10-04/25
Shogetsu,Kitsilano,3085 Maple St,04/10-04/25
Shogetsu,Kitsilano,1805-1865 W 13th Ave,04/10-04/25
Shogetsu,Langley,20370 82 Ave,04/10-04/25
Shogetsu,Marpole,"Rockpoole Dr, off 59th near Columbia",04/10-04/25
Shogetsu,New Westminster,439 Fourth St,04/10-04/25
Shogetsu,North Vancouver,Jack Loucks Park,04/10-04/25
Shogetsu,North Vancouver,730 E Keith Rd,04/10-04/25
Shogetsu,North Vancouver,Ross Road,04/10-04/25
Shogetsu,North Vancouver,Harold Rd at Institute Rd,04/10-04/25
Shogetsu,North Vancouver,WB w Queens Rd FS Lonsdale Av North Vancouver,04/10-04/25
Shogetsu,Port Coquitlam,1850-1896 Argue St,04/10-04/25
Shogetsu,Renfrew-Collingwood,5050 Wales St,04/10-04/25
Shogetsu,Richmond,7291-7 Moffatt Road,04/10-04/25
Shogetsu,Richmond,#150 - 13711 Mayfield Pl,04/10-04/25
Shogetsu,Richmond,Unit 205 7300,04/10-04/25
Shogetsu,Richmond,5880 Dover Crescent,04/10-04/25
Shogetsu,Riley Park,QE Park near 37th and Elizabeth,04/10-04/25
Shogetsu,Riley Park,"Queen Elizabeth Park, 33Ave",04/10-04/25
Shogetsu,Riley Park,387 Talisman Ave,04/10-04/25
Shogetsu,Shaughnessy,VanDusen Rhodo W,04/10-04/25
Shogetsu,South Cambie,974 W 17th Ave,04/10-04/25
Shogetsu,Surrey and North Delta,12148-12192 57 Ave,04/10-04/25
Shogetsu,Surrey and North Delta,9940-9948 151 St,04/10-04/25
Shogetsu,UBC,Walter Gage Road,04/10-04/25
Shogetsu,UBC,1807 Acadia Rd,04/10-04/25
Shogetsu,UBC,Nitobe Memorial Garden,04/10-04/25
Shogetsu,UBC,Nitobe Memorial Garden,04/10-04/25
Shogetsu,West End / Stanley Park,Comox e of Bute,04/10-04/25
Shogetsu,West End / Stanley Park,1251 Cardero Bikeway,04/10-04/25
Shogetsu,West End / Stanley Park,1631 Henshaw Ln,04/10-04/25
Shogetsu,White Rock / South Surrey,"Foster St, north from Buena Vista Ave",04/10-04/25
Shogetsu,White Rock / South Surrey,Corner of Malabar Ave and Kerfoot,04/10-04/25
Shogetsu,White Rock / South Surrey,Everall Str down to the beach,04/10-04/25
Shogetsu,White Rock / South Surrey,"Croydon Dr.,Rosemary heights Cr",04/10-04/25
Shogetsu,White Rock / South Surrey,32 ave from 156a Str to 154Str,04/10-04/25
Shogetsu,White Rock / South Surrey,37aAve near 156Str,04/10-04/25
Shogetsu,White Rock / South Surrey,155Str near 36BAve,04/10-04/25
Shogetsu,White Rock / South Surrey,3118-3150 147 St,04/10-04/25
Shogetsu,White Rock / South Surrey,15542 32 Ave,04/10-04/25
Shosar,Burnaby,5840 Sherban Ct,03/21-04/07
Shosar,Richmond,"Minoru Blvd, Lansdowne to Alderbridge",03/14-03/31
Shosar,Richmond,Mariner's Village,03/14-03/31
Shujaku,Dunbar-Southlands,20th and Wallace,04/11-04/26
Shujaku,West End / Stanley Park,"Rhody Path n. from Meadow, nr concrete bridge",04/11-04/26
Snofozam,Burnaby,"East Court, Eastlawn",03/24-04/07
Snofozam,Burnaby,7300 Hawthorne Ln,03/24-04/07
Snofozam,Burnaby,4811 Southlawn Dr,03/24-04/07
Snofozam,Burnaby,6249 Buckingham Dr,03/24-04/07
Snofozam,Burnaby,4692 Victory St,03/24-04/07
Snofozam,Burnaby,7233 Waverley Ave,03/24-04/07
Snofozam,Burnaby,6084 Malvern Ave,03/24-04/07
Snofozam,Coquitlam,800 Egmont Ave,03/24-04/07
Snofozam,Delta,120th St at Woodhurst,03/24-04/07
Snofozam,Dunbar-Southlands,37th at Wallace,03/24-04/07
Snofozam,Dunbar-Southlands,4128 Dunbar St,03/24-04/07
Snofozam,Kensington-Cedar Cottage,29th and Inverness,03/24-04/07
Snofozam,Kitsilano,York and Trafalgar,03/24-04/07
Snofozam,Ladner,4472 46a St,03/24-04/07
Snofozam,Langley,4892 205a St,03/24-04/07
Snofozam,Langley,7395 202 St,03/24-04/07
Snofozam,Maple Ridge,12028 McIntyre Ct,03/24-04/07
Snofozam,Richmond,Acheson east of Minoru,03/24-04/07
Snofozam,Richmond,8440 Steveston Hwy,03/24-04/07
Snofozam,Richmond,3131 Westminster Hwy,03/24-04/07
Snofozam,Richmond,5700 Vermilyea Ct,03/24-04/07
Snofozam,Shaughnessy,VanDusen Botanical Garden,03/24-04/07
Snofozam,Shaughnessy,VanDusen Grt L,03/24-04/07
Snofozam,Shaughnessy,4908 Pine Cres,03/24-04/07
Snofozam,Sunset,FraserE61,03/24-04/07
Snofozam,Sunshine Coast/Gulf Islands,1132 Roberts Creek Rd,03/24-04/07
Snofozam,Sunshine Coast/Gulf Islands,1292 St Andrews Rd,03/24-04/07
Snofozam,Surrey and North Delta,6445 122 St,03/24-04/07
Snofozam,Surrey and North Delta,152B St & 98 Ave,03/24-04/07
Snofozam,"Victoria, BC",614 Dunsmuir Crescent,03/24-04/07
Snofozam,"Victoria, BC",1117 Stillin Dr,03/24-04/07
Snofozam,West End / Stanley Park,2045 Barclay St,03/24-04/07
Snofozam,White Rock / South Surrey,132A St at 20A Ave,03/24-04/07
Snofozam,White Rock / South Surrey,140A St near 17B Ave,03/24-04/07
Snofozam,White Rock / South Surrey,Ash & Victoria(route to the ocean),03/24-04/07
Snofozam,White Rock / South Surrey,1439 161b St,03/24-04/07
Snofozam,White Rock / South Surrey,2110 131a St,03/24-04/07
Snofozam,White Rock / South Surrey,14877 25 Ave,03/24-04/07
Snofozam,White Rock / South Surrey,16157 30b Ave,03/24-04/07
Snofozam,White Rock / South Surrey,23aAve near 137Str.,03/24-04/07
Snofozam,White Rock / South Surrey,1066 Stevens St,03/24-04/07
Snofozam,White Rock / South Surrey,2157-2189 124 St,03/24-04/07
Snofozam,White Rock / South Surrey,14058 32 Ave,03/24-04/07
Snofozam,White Rock / South Surrey,14947 35A Ave,03/24-04/07
Snofozam,White Rock / South Surrey,14863 34 Ave,03/24-04/07
Snofozam,White Rock / South Surrey,14649 36A Ave,03/24-04/07
Snow Goose,Fairview,6th west of Cambie,03/24-04/07
Snow Goose,Kerrisdale,6470 McCleery St,03/24-04/07
Snow Goose,Kerrisdale,Cedarhurst and SW Marine Dr,03/24-04/07
Snow Goose,North Vancouver,Park and Tilford Gardens/Gladstone Ave,03/24-04/07
Snow Goose,Renfrew-Collingwood,"Slocan Park, 2765 E 29th Ave",03/24-04/07
Snow Goose,Renfrew-Collingwood,"Earles Park, 5655 Killarney St",03/24-04/07
Snow Goose,Shaughnessy,VanDusen Grt L,03/24-04/07
Snow Goose,South Cambie,"Cambie median, 40th to 41st",03/24-04/07
Snow Goose,Surrey and North Delta,Guildford Heights Park,03/24-04/07
Snow Goose,West End / Stanley Park,Ceperley Meadow,03/24-04/07
Snow Goose,West End / Stanley Park,Rhody path next to golf course,03/24-04/07
Snow Goose,West End / Stanley Park,Nelson and Burrard,03/24-04/07
Snow Goose,West Point Grey,4290 W 11th Ave,03/24-04/07
Snow Goose,White Rock / South Surrey,1437 129 St,03/24-04/07
Snow Goose,White Rock / South Surrey,Cory and Blackburn,03/24-04/07
Snow Goose,White Rock / South Surrey,14788 Russell Ave,03/24-04/07
Somei-yoshino,Burnaby,Patterson at Sardis,03/17-03/31
Somei-yoshino,Burnaby,Sperling between Adair and Jordan,03/17-03/31
Somei-yoshino,Burnaby,100 Centennial Way,03/17-03/31
Somei-yoshino,Downtown,"Main St, north of Terminal",03/17-03/31
Somei-yoshino,Dunbar-Southlands,20th and Carnarvon,03/17-03/31
Somei-yoshino,Dunbar-Southlands,31st at Dunbar CC,03/17-03/31
Somei-yoshino,Dunbar-Southlands,38th and Collingwood,03/17-03/31
Somei-yoshino,Grandview-Woodland,1st near Woodland,03/17-03/31
Somei-yoshino,Kensington-Cedar Cottage,"Brewers Park, Victoria Drive and E 26",03/17-03/31
Somei-yoshino,Kensington-Cedar Cottage,"Fleming at 22nd, off Knight",03/17-03/31
Somei-yoshino,Kensington-Cedar Cottage,"Victoria Dr, s of 16th, acr from Trout Lake Comm",03/17-03/31
Somei-yoshino,Kensington-Cedar Cottage,"Windsor St, E24 Ave",03/17-03/31
Somei-yoshino,Kerrisdale,Marine Crescent at 50th,03/17-03/31
Somei-yoshino,Kerrisdale,2153 W 51st Ave,03/17-03/31
Somei-yoshino,Killarney,"Raleigh, 47th-48th",03/17-03/31
Somei-yoshino,Kitsilano,"Kits Beach, east side",03/17-03/31
Somei-yoshino,Kitsilano,Vancouver Museum,03/17-03/31
Somei-yoshino,Kitsilano,3478 W 5th Ave,03/17-03/31
Somei-yoshino,Kitsilano,Trafalgar north of 1st,03/17-03/31
Somei-yoshino,Langley,20511 49a Ave,03/17-03/31
Somei-yoshino,Langley,5250 197a St,03/17-03/31
Somei-yoshino,Marpole,"64th, Cartier to French",03/17-03/31
Somei-yoshino,Marpole,68th west of Ash,03/17-03/31
Somei-yoshino,Marpole,369 W 63rd Ave,03/17-03/31
Somei-yoshino,Marpole,706 W 64th Ave,03/17-03/31
Somei-yoshino,Mount Pleasant,7th and St Catherines,03/17-03/31
Somei-yoshino,Mount Pleasant,Guelph at 7th,03/17-03/31
Somei-yoshino,New Westminster,78 10th St,03/17-03/31
Somei-yoshino,North Vancouver,100 block West 14th and Chesterfield,03/17-03/31
Somei-yoshino,Oakridge,"Cambie, 41st to 49th Ave on median",03/17-03/31
Somei-yoshino,Renfrew-Collingwood,Lillooet at 27th,03/17-03/31
Somei-yoshino,Richmond,"In front of the Bay, on westminster Hwy",03/17-03/31
Somei-yoshino,Richmond,Minoru Park,03/17-03/31
Somei-yoshino,Richmond,Garden City at Williams,03/17-03/31
Somei-yoshino,Richmond,"Chapel, Minoru Park",03/17-03/31
Somei-yoshino,Richmond,3146 Richmond St,03/17-03/31
Somei-yoshino,Richmond,4011 Moncton St,03/17-03/31
Somei-yoshino,Richmond,4111 Moncton St,03/17-03/31
Somei-yoshino,Riley Park,Prince Edward and Woodstock 1 large tree,03/17-03/31
Somei-yoshino,Riley Park,76 W 37th Ave,03/17-03/31
Somei-yoshino,Riley Park,"23rd and Prince Edward in front of North Entrance, east side, Tupper School",03/17-03/31
Somei-yoshino,Shaughnessy,4261 Cypress St,03/17-03/31
Somei-yoshino,South Cambie,"Douglas Park, Willow at W 20th",03/17-03/31
Somei-yoshino,South Cambie,"Ash, south of 37th",03/17-03/31
Somei-yoshino,Strathcona,Oppenheimer Park,03/17-03/31
Somei-yoshino,Sunset,"59th, Fraser to Prince Albert",03/17-03/31
Somei-yoshino,Sunset,"Memorial Park, 41st and Windsor",03/17-03/31
Somei-yoshino,Sunset,"Prince Edward, E 44",03/17-03/31
Somei-yoshino,Sunset,1060 E 61st Ave,03/17-03/31
Somei-yoshino,Sunset,747 N Arm Trail Greenway (now called Masumi Mitsui Greenway (59th Ave.),03/17-03/31
Somei-yoshino,UBC,Chan Centre,03/17-03/31
Somei-yoshino,UBC,Lower Mall,03/17-03/31
Somei-yoshino,UBC,Agronomy Road in front of Stadium,03/17-03/31
Somei-yoshino,UBC,Nitobe Memorial Garden,03/17-03/31
Somei-yoshino,UBC,Nitobe Memorial Garden,03/17-03/31
Somei-yoshino,UBC,6205 Cecil Green Park Rd,03/17-03/31
Somei-yoshino,UBC,6253 NW Marine Dr,03/17-03/31
Somei-yoshino,UBC,Nitobe Memorial Garden,03/17-03/31
Somei-yoshino,Victoria-Fraserview,"41st, Nanaimo to Gladstone",03/17-03/31
Somei-yoshino,West End / Stanley Park,Stanley Park,03/17-03/31
Somei-yoshino,West End / Stanley Park,"Lost Lagoon, east side near daycare",03/17-03/31
Somei-yoshino,West End / Stanley Park,Near overpass to Rose Garden,03/17-03/31
Somei-yoshino,West End / Stanley Park,1937 Pendrell St,03/17-03/31
Somei-yoshino,West Point Grey,3941 W 2nd Ave,03/17-03/31
Somei-yoshino,West Vancouver,2145 Bellevue Ave,03/17-03/31
Somei-yoshino,West Vancouver,Marine Dr West Vancouver,03/17-03/31
Somei-yoshino,West Vancouver,"925 Main Street, Park Royal South",03/17-03/31
Somei-yoshino,White Rock / South Surrey,3662-3684 142 St,03/17-03/31
Somei-yoshino,White Rock / South Surrey,#50 3033,03/17-03/31
Somei-yoshino,White Rock / South Surrey,13253 Woodcrest Dr,03/17-03/31
Spire,Burnaby,Lochdale east of Sperling,03/17-03/30
Spire,Burnaby,4047 William St,03/17-03/30
Spire,Burnaby,4208 Triumph St,03/17-03/30
Spire,Killarney,48 and Killarney,03/17-03/30
Spire,Kitsilano,"Kits Beach, west of Showboat",03/17-03/30
Spire,Marpole,333 W 63rd Ave,03/17-03/30
Spire,Richmond,Livingston Place,03/17-03/30
Spire,Richmond,6660 Livingstone Place,03/17-03/30
Spire,Riley Park,Sophia at 20th,03/17-03/30
Spire,Sunset,"E 57th, Main to Ontario",03/17-03/30
Spire,Sunset,Sherbrooke at 47th 2 trees.,03/17-03/30
Spire,West End / Stanley Park,Burrard at the gas station,03/17-03/30
Star Cherry,Dunbar-Southlands,37th at Collingwood,03/24-04/07
Star Cherry,Kitsilano,Vanier Park near Planetarium,03/24-04/07
Star Cherry,South Cambie,3983 Tupper St,03/24-04/07
Surugadai-nioi,Fairview,12th east of Fir,03/24-04/07
Surugadai-nioi,UBC,UBC Botanical Garden Peter Wharton Cherry Grove,03/24-04/07
Tai-haku,Burnaby,Central Park,03/24-04/07
Tai-haku,Burnaby,"BCIT, near SE14 Parking lot",03/24-04/07
Tai-haku,Burnaby,Willingdon Avenue,03/24-04/07
Tai-haku,Burnaby,8081 BC-7,03/24-04/07
Tai-haku,Burnaby,6210 Buckingham Dr,03/24-04/07
Tai-haku,Burnaby,4141-4191 Albert St,03/24-04/07
Tai-haku,Burnaby,6028 Malvern Ave,03/24-04/07
Tai-haku,Dunbar-Southlands,"Blenheim , 38th-41st",03/24-04/07
Tai-haku,Dunbar-Southlands,3820-3888 W King Edward Ave,03/24-04/07
Tai-haku,Dunbar-Southlands,"Balaclava Park, 4594 Balaclava St",03/24-04/07
Tai-haku,Hastings-Sunrise,3300 Bridgeway St,03/24-04/07
Tai-haku,Kensington-Cedar Cottage,Fleming and 39th,03/24-04/07
Tai-haku,Kerrisdale,Balsam 41st-43rd,03/24-04/07
Tai-haku,Killarney,MacCorkindale School on Battison,03/24-04/07
Tai-haku,Killarney,2552 E 54th Ave,03/24-04/07
Tai-haku,Kitsilano,"Seaforth Park Burrard at Cornwall, w side",03/24-04/07
Tai-haku,Kitsilano,2815 Macdonald St,03/24-04/07
Tai-haku,Langley,20350 54 Ave,03/24-04/07
Tai-haku,Marpole,"66th, East Blvd to Adera",03/24-04/07
Tai-haku,North Vancouver,Gladstone at Cotton,03/24-04/07
Tai-haku,North Vancouver,Gladstone Ave at Cotton Dr,03/24-04/07
Tai-haku,Port Moody,3250 Saint Johns Street,03/24-04/07
Tai-haku,Renfrew-Collingwood,Melbourne Park at Vanness,03/24-04/07
Tai-haku,Richmond,6259 Azure road,03/24-04/07
Tai-haku,Richmond,9120-9160 Steveston Hwy,03/24-04/07
Tai-haku,Richmond,8271 Ryan Rd,03/24-04/07
Tai-haku,Richmond,103-6791 Elmbridge Way,03/24-04/07
Tai-haku,Shaughnessy,VanDusen,03/24-04/07
Tai-haku,Shaughnessy,VanDusen GrtL,03/24-04/07
Tai-haku,Sunset,"E47, Main",03/24-04/07
Tai-haku,Surrey and North Delta,16949 16 Ave,03/24-04/07
Tai-haku,Surrey and North Delta,9940 151 St,03/24-04/07
Tai-haku,UBC,UBC at International House,03/24-04/07
Tai-haku,UBC,UBC Botanical Garden Entrance,03/24-04/07
Tai-haku,UBC,UBC on University at East Mall,03/24-04/07
Tai-haku,UBC,UBC on Walter Gage Road,03/24-04/07
Tai-haku,UBC,UBC outside SUB on mound,03/24-04/07
Tai-haku,UBC,5639 Hampton Pl,03/24-04/07
Tai-haku,UBC,Nitobe Memorial Garden,03/24-04/07
Tai-haku,UBC,Cecil Green Park Coach House UBC,03/24-04/07
Tai-haku,West End / Stanley Park,"Nelson, in yard west of Gilford 2 young trees",03/24-04/07
Tai-haku,West Point Grey,W 16th from Crown to Dunbar,03/24-04/07
Tai-haku,White Rock / South Surrey,At 26Ave,03/24-04/07
Tai-haku,White Rock / South Surrey,14877 33 Ave,03/24-04/07
Tai-haku,White Rock / South Surrey,EB 16 Av FS 128 St Surrey,03/24-04/07
Tai-haku,White Rock / South Surrey,King George & 10Ave,03/24-04/07
Tai-haku,White Rock / South Surrey,15382 Royal Ave,03/24-04/07
Takasago,Arbutus Ridge,"31st Ave, MacDonald to Trafalgar",03/24-04/07
Takasago,Arbutus Ridge,"36th, east of McKenzie",03/24-04/07
Takasago,Arbutus Ridge,Puget and 19th,03/24-04/07
Takasago,Dunbar-Southlands,W 38th Wallace to Blenheim,03/24-04/07
Takasago,Grandview-Woodland,2149 William St,03/24-04/07
Takasago,Hastings-Sunrise,3rd west of Renfrew 1 tree,03/24-04/07
Takasago,Kerrisdale,Vine and 41st,03/24-04/07
Takasago,Killarney,46th and Raleigh,03/24-04/07
Takasago,Killarney,"Vivian, 49th to 51st",03/24-04/07
Takasago,Killarney,Killarney E 52,03/24-04/07
Takasago,Kitsilano,Creelman Chestnut,03/24-04/07
Takasago,Marpole,Haig north of 67th,03/24-04/07
Takasago,Marpole,63rd from Ash to Cambie 3 trees,03/24-04/07
Takasago,Marpole,"W66, Ash",03/24-04/07
Takasago,Marpole,W68 Ash,03/24-04/07
Takasago,Marpole,"W67, Heather",03/24-04/07
Takasago,Marpole,"Laurel, W66",03/24-04/07
Takasago,Renfrew-Collingwood,E18 Windemere,03/24-04/07
Takasago,Renfrew-Collingwood,E21 Windermere,03/24-04/07
Takasago,Renfrew-Collingwood,3009 E 18th Ave,03/24-04/07
Takasago,Renfrew-Collingwood,3036 E 21st Ave,03/24-04/07
Takasago,Riley Park,"Talisman, Dinmont",03/24-04/07
Takasago,Shaughnessy,3338 The Crescent,03/24-04/07
Takasago,South Cambie,"Ash, W 37th to 41st Ave",03/24-04/07
Takasago,South Cambie,Heather W. 33rd,03/24-04/07
Takasago,South Cambie,920 W 21st Ave,03/24-04/07
Takasago,Sunset,"61st, Knight to Windsor",03/24-04/07
Takasago,Sunset,6138 Quebec St,03/24-04/07
Takasago,UBC,Nitobe Memorial Garden,03/24-04/07
Takasago,Victoria-Fraserview,Vivian St at 50th Ave,03/24-04/07
Takasago,Victoria-Fraserview,Argyle at 55th,03/24-04/07
Takasago,Victoria-Fraserview,1588 N Arm Trail Greenway,03/24-04/07
Takasago,West End / Stanley Park,Beach at Bidwell,03/24-04/07
Takasago,West End / Stanley Park,"Comox, Thurlow to Stanley Park",03/24-04/07
Takasago,West End / Stanley Park,Path north of the Rose Garden,03/24-04/07
Takasago,West End / Stanley Park,Barclay at Cardero,03/24-04/07
Takasago,West End / Stanley Park,817 Bidwell St,03/24-04/07
Takasago,West End / Stanley Park,1399 Barclay St,03/24-04/07
Takasago,West Point Grey,Bellevue near Tolmie,03/24-04/07
Taki-nioi,UBC,Nitobe Memorial Garden,04/07-04/21
Taki-nioi,UBC,NItobe Memorial Garden,04/07-04/21
Ukon,Arbutus Ridge,2688 W 36th Ave,04/01-04/19
Ukon,Arbutus Ridge,2795 W 37th Ave,04/01-04/19
Ukon,Burnaby,Willingdon and Imperial,04/01-04/19
Ukon,Burnaby,4438 Juneau St,04/01-04/19
Ukon,Burnaby,4390 Grange St,04/01-04/19
Ukon,Burnaby,1405 Dent Ave,04/01-04/19
Ukon,Coquitlam,Guildford Way @ Pacific St Coquitlam,04/01-04/19
Ukon,Delta,5332 Ladner Trunk Rd,04/01-04/19
Ukon,Downtown,Crab Park,04/01-04/19
Ukon,Downtown,Pacific Blvd at Expo Blvd,04/01-04/19
Ukon,Dunbar-Southlands,"16th median, Blenheim to Trafalgar",04/01-04/19
Ukon,Dunbar-Southlands,Highbury at 31st,04/01-04/19
Ukon,Dunbar-Southlands,3433 W 34th Ave,04/01-04/19
