addressString,fullAddress,score,precision,faults,X,Y,Cultivar,Blooming
544 Eaglecrest Dr,"544 Eaglecrest Dr, Gibsons, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.5167272,49.4028738,Shirotae,03/24-04/07
317 Gower Point Rd,"317 Gower Point Rd, Gibsons, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.5069592,49.4008396,Shirotae,03/24-04/07
Nancy's Bakery,"Baker in Mayook, BC",45,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:0, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-115.5841667,49.4997223,Shirotae,03/24-04/07
521 Eaglecrest Dr,"521 Eaglecrest Dr, Qualicum Beach, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-124.3946298,49.3523902,Shirotae,03/24-04/07
963 Gibsons Way,"963 Gibsons Way, Gibsons, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.5233395,49.4057084,Shirotae,03/24-04/07
7545 Islets Pl,"7545 Islets Pl, Sechelt, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.7624619,49.5456033,Shirotae,03/24-04/07
12930 Madeira Park Rd,"12930 Madeira Park Rd, Madeira Park, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-124.0242364,49.6215023,Shirotae,03/24-04/07
385 S Fletcher Rd,"385 S Fletcher Rd, Gibsons, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.5121141,49.3972037,Shirotae,03/24-04/07
861 Agnes Rd,"861 Agnes Rd, Roberts Creek, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.6052176,49.4138973,Shirotae,03/24-04/07
3722 Beach Ave,"3722 Beach Ave, Roberts Creek, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.6756684,49.4325281,Shirotae,03/24-04/07
1328 Chaster Rd,"1328 Chaster Rd, Gibsons, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.5430213,49.3920662,Shirotae,03/24-04/07
6317-6377 121 St,"UNIT 6317 -- 6377 121 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8874541,49.118566,Shirotae,03/24-04/07
13560-13582 77 Ave,"UNIT 13560 -- 13582 77 Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8459716,49.1425275,Shirotae,03/24-04/07
7128-7158 138 St,"UNIT 7128 -- 7158 138 St, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8383316,49.1325447,Shirotae,03/24-04/07
9487 139 St,"9487 139 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8379267,49.1749899,Shirotae,03/24-04/07
8385 120 St,"8385 120 St, Delta, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8909726,49.1552891,Shirotae,03/24-04/07
120Str near 80Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
17267-17355 2 Ave,"UNIT 17267 -- 17355 2 Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7420501,49.0057183,Shirotae,03/24-04/07
20687 56 Ave,"20687 56 Ave, Langley, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.6499205,49.104769,Shirotae,03/24-04/07
15355 Fraser Hwy,"15355 Fraser Hwy, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7972306,49.1647316,Shirotae,03/24-04/07
12818 72 Ave,"12818 72 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8673821,49.13371,Shirotae,03/24-04/07
100 Ave & 152 St,"100 Ave and 152 St, Surrey, BC",89,INTERSECTION(100),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.8008396,49.184195,Shirotae,03/24-04/07
Bear Creek Park,"Bear Creek Trail, North Westside, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.notMatched:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-119.5636755,50.0266573,Shirotae,03/24-04/07
156 St & 101A Ave,"101A Ave and 156A St, Surrey, BC",86,INTERSECTION(100),"[STREET_NAME.partialMatch:1, STREET_NAME.spelledWrong:2, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7885286,49.187093,Shirotae,03/24-04/07
Fraser Parkade,"Fraser Dr, Agassiz, BC",63,STREET(78),"[LOCALITY.missing:10, STREET_TYPE.notMatched:3, STREET_TYPE.spelledWrong:1, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-121.7686785,49.2375012,Shirotae,03/24-04/07
Regent College,"College Heights in Prince George, BC",46,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:1, PROVINCE.missing:1]",-122.7680556,53.8663889,Shirotae,03/24-04/07
16th w of Blanca on median,"16 Hodgins Harbour, Indian Arm, BC",84,BLOCK(99),"[LOCALITY_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.spelledWrong:2, LOCALITY.partialMatch:1, STREET_NAME.isAlias:1, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.5915637,49.3755609,Shirotae,03/24-04/07
Thunderbird blvd and Larkin Dr,"Larkin Dr and Thunderbird Blvd and Thunderbird Cres, Vancouver, BC",77,INTERSECTION(100),"[STREET_NAME.notMatched:12, LOCALITY.missing:10, PROVINCE.missing:1]",-123.2487996,49.2591446,Shirotae,03/24-04/07
Marine Dr.,"Marine Dr, North Vancouver, BC",67,STREET(78),"[LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.0966092,49.321897,Shirotae,03/24-04/07
16 Ave,"16 Aveling Coalmine Rd, Telkwa, BC",81,BLOCK(99),"[STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1]",-127.1151775,54.6598078,Shirotae,03/24-04/07
1928-1972,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
5605-5615 Hampton Pl,"UNIT 5605 -- 5615 Hampton Pl, Vancouver, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-123.2326166,49.2584453,Shirotae,03/24-04/07
2896 Acadia Rd,"2896 Acadia Rd, Vancouver, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.2337933,49.2608903,Shirotae,03/24-04/07
Purdy Pavilion UBC,"Vancouver, BC",51,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.isAlias:4, PROVINCE.missing:1]",-123.1138889,49.2608333,Shirotae,03/24-04/07
Nitobe Memorial Garden,"Garden Bay, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.0277777,49.6325,Shirotae,03/24-04/07
5950 Wesbrook Mall,"Wesbrook Mall, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, CIVIC_NUMBER.notInAnyBlock:1, PROVINCE.missing:1]",-123.240036,49.2598366,Shirotae,03/24-04/07
Cecil Green Park Coach House UBC,"Cecil St, Vancouver, BC",67,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.isAlias:4, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-123.0357933,49.2357416,Shirotae,03/24-04/07
2075 E Mall,"2075 East Mall, Vancouver, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.2508816,49.2659109,Shirotae,03/24-04/07
Nitobe Memorial Garden,"Garden Bay, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.0277777,49.6325,Shirotae,03/24-04/07
463 Belleville St,"463 Belleville St, Victoria, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.3723417,48.420694,Shirotae,03/24-04/07
MHPR+J3 Swartz Bay,"3 Schwartz Rd, Lumby, BC",74,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.notMatched:3, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-118.9581707,50.2535524,Shirotae,03/24-04/07
Elliott and 53rd,"E 53rd Ave and Elliott St, Vancouver, BC",75,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0548402,49.2211594,Shirotae,03/24-04/07
Vivian Brightwood,"Brighton Beach in District of North Vancouver, BC",44,LOCALITY(68),"[LOCALITY_INITIAL_GARBAGE.notAllowed:20, LOCALITY.partialMatch:1, LOCALITY.spelledWrong:2, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-122.9011111,49.3663889,Shirotae,03/24-04/07
Georgia east of Broughton,"Broughton Island, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-126.7213528,50.80792,Shirotae,03/24-04/07
Lost Lagoon,"Lost Lagoon Trail, Vancouver, BC",66,STREET(78),"[LOCALITY.missing:10, STREET_QUALIFIER.missing:1, PROVINCE.missing:1]",-123.142055,49.2967169,Shirotae,03/24-04/07
Burrard and Smythe,"Burrard St and Smithe St, Vancouver, BC",75,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, STREET_NAME.spelledWrong:2, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1244224,49.2822253,Shirotae,03/24-04/07
Foot of Comox at Stanley Park,"Park Royal in West Vancouver, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1511111,49.3330556,Shirotae,03/24-04/07
Chilco mini-park at Comox,"Childs Rd, Courtenay, BC",56,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.isAlias:4, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-124.9838594,49.7287237,Shirotae,03/24-04/07
Foot of Comox,"Comox, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-124.9277778,49.6725,Shirotae,03/24-04/07
Denman at Community Centre,"Newman Rd, Central Saanich, BC",57,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.spelledWrong:2, LOCALITY.partialMatch:1, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-123.4084205,48.6027152,Shirotae,03/24-04/07
Comox at Jervis,"Jervis Inlet, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-123.7938569,49.9744523,Shirotae,03/24-04/07
Georgia at Denman,"Georgina Dr, Duncan, BC",58,STREET(78),"[LOCALITY_GARBAGE.notAllowed:3, LOCALITY.spelledWrong:2, STREET_NAME.spelledWrong:2, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.6874648,48.7808154,Shirotae,03/24-04/07
Rhody path north of the Maintenance yard,"Ardmore in North Saanich, BC",53,LOCALITY(68),"[STREET_NAME.notMatched:12, LOCALITY.spelledWrong:2, PROVINCE.missing:1]",-123.4677778,48.6386111,Shirotae,03/24-04/07
West of the Aquarium,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
Broughton and Barclay,"Barclay St and Broughton St, Vancouver, BC",77,INTERSECTION(100),"[STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.1320583,49.2865122,Shirotae,03/24-04/07
6th and Drummond,"Drummond Dr and W 6th Ave, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-123.2195685,49.2672383,Shirotae,03/24-04/07
Highbury between 6th and 7th,"Seven Mile Corner in Rolla, BC",55,LOCALITY(68),"[STREET_NAME.notMatched:12, PROVINCE.missing:1]",-120.3180556,55.8997222,Shirotae,03/24-04/07
13th and Wallace,"W 13th Lane and Wallace St, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1909786,49.2603599,Shirotae,03/24-04/07
15th and Tolmie,"Tolmie St and W 15th Ave, Vancouver, BC",75,INTERSECTION(100),"[STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, STREET_TYPE.missing:6, STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.2122949,49.259338,Shirotae,03/24-04/07
4481 W 9th Ave,"4481 W 9th Ave, Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.2082185,49.2651304,Shirotae,03/24-04/07
238 Stevens Dr,"238 Stevens Dr, West Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.119888,49.3513548,Shirotae,03/24-04/07
1132 Hillside Rd,"1132 Hillside Rd, West Vancouver, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-123.1436595,49.3524447,Shirotae,03/24-04/07
Path Sypress to Marine Dr,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
Best St and 16 Ave,"East Lane and W 16th Ave, Vancouver, BC",82,INTERSECTION(100),"[STREET_TYPE.notMatched:3, STREET_NAME.spelledWrong:2, STREET_DIRECTION.missing:2, STREET_DIRECTION.notSuffix:0, LOCALITY.missing:10, PROVINCE.missing:1, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.1517347,49.2572678,Shirotae,03/24-04/07
Russell Ave and Foster,"Foster St and Russell Ave, White Rock, BC",83,INTERSECTION(100),"[STREET_TYPE.missing:6, LOCALITY.missing:10, PROVINCE.missing:1]",-122.803901,49.0292786,Shirotae,03/24-04/07
148Str,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
48 St and 28 Ave,"27B Ave and 28 Ave and 48 St, Delta, BC",77,INTERSECTION(100),"[STREET_NAME.notMatched:12, LOCALITY.missing:10, PROVINCE.missing:1]",-123.0903644,49.0538825,Shirotae,03/24-04/07
141 St south from 28 Ave.,"28 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1153859,54.6597874,Shirotae,03/24-04/07
26 Ave west from 152 St,"152 St. Giles St, View Royal, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6]",-123.428868,48.4631396,Shirotae,03/24-04/07
151Str between 26 and 27 Ave,"27 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1153342,54.6597334,Shirotae,03/24-04/07
Amble Greene Dr from 16 Ave,"16 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.1151775,54.6598078,Shirotae,03/24-04/07
17 Ave east from 154 St,"154 St. Alice St, Harrison Hot Springs, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-121.7880206,49.3031866,Shirotae,03/24-04/07
28 Ave west from 140 St,"140 St. Andrews St, Victoria, BC",73,CIVIC_NUMBER(100),"[INITIAL_GARBAGE.notAllowed:3, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, STREET_NAME.partialMatch:1, FAULTS.tooMany:6, MAX_RESULTS.too_low_to_include_all_best_matches:0]",-123.370017,48.4127632,Shirotae,03/24-04/07
155Str and 34 Ave,"34 Aveling Coalmine Rd, Telkwa, BC",72,BLOCK(99),"[INITIAL_GARBAGE.notAllowed:3, STREET_NAME.partialMatch:1, LOCALITY.missing:10, STREET_TYPE.missing:6, PROVINCE.missing:1, FAULTS.tooMany:6]",-127.11549,54.6597772,Shirotae,03/24-04/07
152St south from 29Ave,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
17Ave and 130str,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
2588 138a St,"2588 138A St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8376991,49.0491176,Shirotae,03/24-04/07
3253-3269 143 St,"UNIT 3253 -- 3269 143 St, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8268934,49.0621904,Shirotae,03/24-04/07
Semiahmoo Trail Surrey,"Semiahmoo Trail, Surrey, BC",77,STREET(78),[PROVINCE.missing:1],-122.8114486,49.0523329,Shirotae,03/24-04/07
14478 Blackburn Crescent,"14478 Blackburn Cres, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8210406,49.0282583,Shirotae,03/24-04/07
2852-2872 147a St,"UNIT 2852 -- 2872 147A St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8127246,49.0546071,Shirotae,03/24-04/07
14267 25 Ave,"14267 25 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8272828,49.0476298,Shirotae,03/24-04/07
2317 150b St,"2317 150B St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8049052,49.043875,Shirotae,03/24-04/07
2719-2785 Northcrest Dr,"UNIT 2719 -- 2785 Northcrest Dr, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8277863,49.0526913,Shirotae,03/24-04/07
2802-2898 162 St,"UNIT 2802 -- 2898 162 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7735153,49.0546128,Shirotae,03/24-04/07
1451-1467 Bergstrom Rd,"UNIT 1451 -- 1467 136 St, Surrey, BC",86,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, STREET_NAME.isAlias:1, PROVINCE.missing:1]",-122.8454595,49.028863,Shirotae,03/24-04/07
15340 19a Ave,"15340 19A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7973729,49.0372609,Shirotae,03/24-04/07
1466-1476 Kerfoot Rd,"UNIT 1466 -- 1476 Kerfoot Rd, White Rock, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8257579,49.0288485,Shirotae,03/24-04/07
1770 142 St,"1770 142 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8291746,49.0342938,Shirotae,03/24-04/07
3011-3049 147 St,"UNIT 3011 -- 3049 147 St, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8142178,49.0572912,Shirotae,03/24-04/07
3118-3150 147 St,"UNIT 3118 -- 3150 147 St, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8141688,49.0592641,Shirotae,03/24-04/07
14448-14490 32b Ave,"UNIT 14448 -- 14490 32B Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8206081,49.0614729,Shirotae,03/24-04/07
2255-2291 130 St,"UNIT 2255 -- 2291 130 St, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8613828,49.0441081,Shirotae,03/24-04/07
2248 132a St,"2248 132A St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8554524,49.0430244,Shirotae,03/24-04/07
3517-3535 Morgan Creek Way,"UNIT 3517 -- 3535 Morgan Creek Way, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.7822423,49.0653048,Shirotae,03/24-04/07
13446-13462 24 Ave,"UNIT 13446 -- 13462 24 Ave, Surrey, BC",87,BLOCK(99),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8491668,49.0457351,Shirotae,03/24-04/07
1550 Merklin St,"1550 Merklin St, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7967241,49.0301849,Shirotae,03/24-04/07
13385 23 Ave,"13385 23 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8513479,49.0440666,Shirotae,03/24-04/07
13906 21a Ave,"13906 21A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8377558,49.0412249,Shirotae,03/24-04/07
1901 Southmere Crescent E,"1901 Southmere Cres E, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8055887,49.0366946,Shirotae,03/24-04/07
2420 142 St,"2420 142 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8286052,49.0460827,Shirotae,03/24-04/07
1708 156 St,"1708 156 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7899535,49.0330107,Shirotae,03/24-04/07
20aAve & 138aAve,BC,1,PROVINCE(1),[],-122.7452849,53.913051,Shirotae,03/24-04/07
2313 133a St,"2313 133A St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8527018,49.0442685,Shirotae,03/24-04/07
13615-13685 23A Ave,"UNIT 13615 -- 13685 23A Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8433778,49.0452384,Shirotae,03/24-04/07
1267 Johnston Rd,"1267 Johnston Rd, White Rock, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8012085,49.02507,Shirotae,03/24-04/07
13345 18a Ave,"13345 18A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8528127,49.036143,Shirotae,03/24-04/07
13731-13885 18 Ave,"UNIT 13731 -- 13885 18 Ave, Surrey, BC",88,CIVIC_NUMBER(100),"[UNIT_DESIGNATOR.missing:0, UNIT_NUMBER.notMatched:1, LOCALITY.missing:10, PROVINCE.missing:1]",-122.8376724,49.0349951,Shirotae,03/24-04/07
3054 Target St,"3054 Garnet Dr, Chilliwack, BC",83,BLOCK(99),"[LOCALITY.missing:10, STREET_NAME.spelledWrong:2, STREET_TYPE.notMatched:3, PROVINCE.missing:1]",-121.9740607,49.1376001,Shirotae,03/24-04/07
14562 16a Ave,"14562 16A Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8188387,49.0318791,Shirotae,03/24-04/07
15115 Roper Ave,"15115 Roper Ave, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8035158,49.0260434,Shirotae,03/24-04/07
1854 144 St,"1854 144 St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8230512,49.0358701,Shirotae,03/24-04/07
15507 Columbia Ave,"15507 Columbia Ave, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7925994,49.0193909,Shirotae,03/24-04/07
14485 17 Ave,"14485 17 Ave, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8208584,49.0331375,Shirotae,03/24-04/07
1606 141b St,"1606 141B St, Surrey, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.8293729,49.031578,Shirotae,03/24-04/07
15459 Pacific Ave,"15459 Pacific Ave, White Rock, BC",89,CIVIC_NUMBER(100),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.793683,49.0217215,Shirotae,03/24-04/07
15330 28 Ave,"15330 28 Ave, Surrey, BC",88,BLOCK(99),"[LOCALITY.missing:10, PROVINCE.missing:1]",-122.7976277,49.052798,Shirotae,03/24-04/07
